5
50
0.000013	0.999399	1.075954
0.000016	0.999255	1.077066
0.000020	0.999075	1.078474
0.000026	0.998853	1.080253
0.000032	0.998577	1.082504
0.000041	0.998234	1.085350
0.000052	0.997809	1.088949
0.000066	0.997283	1.093499
0.000083	0.996630	1.099251
0.000105	0.995822	1.106523
0.000133	0.994820	1.115713
0.000168	0.993579	1.127325
0.000212	0.992044	1.141995
0.000268	0.990146	1.160521
0.000339	0.987800	1.183907
0.000429	0.984904	1.213413
0.000543	0.981333	1.250618
0.000687	0.976938	1.297492
0.000869	0.971538	1.356489
0.001099	0.964919	1.430650
0.001389	0.956829	1.523726
0.001758	0.946976	1.640313
0.002223	0.935027	1.785993
0.002812	0.920611	1.967477
0.003556	0.903327	2.192720
0.004498	0.882759	2.470994
0.005690	0.858501	2.812866
0.007197	0.830189	3.230028
0.009103	0.797548	3.734925
0.011514	0.760444	4.340109
0.014563	0.718936	5.057271
0.018421	0.673325	5.895964
0.023300	0.624182	6.862068
0.029471	0.572342	7.956203
0.037276	0.518862	9.172321
0.047149	0.464947	10.496825
0.059636	0.411839	11.908486
0.075431	0.360708	13.379338
0.095410	0.312551	14.876480
0.120679	0.268127	16.364562
0.152642	0.227924	17.808533
0.193070	0.192166	19.176220
0.244205	0.160849	20.440378
0.308884	0.133791	21.580006
0.390694	0.110684	22.580882
0.494171	0.091148	23.435409
0.625055	0.074770	24.141952
0.790604	0.061137	24.703846
1.000000	0.049856	25.128277
50
0.000010	0.999551	0.687115
0.000013	0.999443	0.687925
0.000016	0.999309	0.688950
0.000020	0.999143	0.690245
0.000026	0.998937	0.691884
0.000032	0.998681	0.693956
0.000041	0.998363	0.696576
0.000052	0.997970	0.699889
0.000066	0.997482	0.704078
0.000083	0.996876	0.709374
0.000105	0.996127	0.716069
0.000133	0.995198	0.724531
0.000168	0.994047	0.735225
0.000212	0.992623	0.748735
0.000268	0.990861	0.765799
0.000339	0.988683	0.787343
0.000429	0.985994	0.814530
0.000543	0.982677	0.848818
0.000687	0.978592	0.892032
0.000869	0.973568	0.946441
0.001099	0.967406	1.014869
0.001389	0.959865	1.100801
0.001758	0.950670	1.208518
0.002223	0.939500	1.343240
0.002812	0.925998	1.511263
0.003556	0.909771	1.720093
0.004498	0.890409	1.978536
0.005690	0.867496	2.296711
0.007197	0.840650	2.685945
0.009103	0.809558	3.158477
0.011514	0.774032	3.726912
0.014563	0.734054	4.403378
0.018421	0.689839	5.198344
0.023300	0.641858	6.119168
0.029471	0.590858	7.168501
0.037276	0.537824	8.342780
0.047149	0.483921	9.631122
0.059636	0.430389	11.014940
0.075431	0.378436	12.468478
0.095410	0.329131	13.960320
0.120679	0.283322	15.455668
0.152642	0.241592	16.919056
0.193070	0.204257	18.317027
0.244205	0.171388	19.620410
0.308884	0.142859	20.805902
0.390694	0.118400	21.856878
0.494171	0.097651	22.763460
0.625055	0.080208	23.522011
0.790604	0.065654	24.134239
1.000000	0.053587	24.606104
50
0.000010	0.999601	0.903574
0.000013	0.999504	0.904288
0.000016	0.999385	0.905190
0.000020	0.999237	0.906332
0.000026	0.999053	0.907776
0.000032	0.998825	0.909603
0.000041	0.998542	0.911912
0.000052	0.998192	0.914833
0.000066	0.997757	0.918525
0.000083	0.997218	0.923194
0.000105	0.996550	0.929097
0.000133	0.995722	0.936558
0.000168	0.994696	0.945987
0.000212	0.993426	0.957902
0.000268	0.991855	0.972953
0.000339	0.989911	0.991959
0.000429	0.987510	1.015951
0.000543	0.984547	1.046220
0.000687	0.980893	1.084384
0.000869	0.976397	1.132460
0.001099	0.970874	1.192963
0.001389	0.964107	1.269005
0.001758	0.955838	1.364424
0.002223	0.945772	1.483916
0.002812	0.933570	1.633181
0.003556	0.918859	1.819061
0.004498	0.901234	2.049654
0.005690	0.880281	2.334379
0.007197	0.855594	2.683935
0.009103	0.826817	3.110122
0.011514	0.793690	3.625432
0.014563	0.756095	4.242377
0.018421	0.714116	4.972481
0.023300	0.668084	5.824970
0.029471	0.618599	6.805224
0.037276	0.566524	7.913192
0.047149	0.512936	9.142028
0.059636	0.459049	10.477281
0.075431	0.406104	11.896923
0.095410	0.355254	13.372340
0.120679	0.307475	14.870234
0.152642	0.263496	16.355151
0.193070	0.223775	17.792238
0.244205	0.188509	19.149776
0.308884	0.157672	20.401154
0.390694	0.131064	21.526106
0.494171	0.108369	22.511155
0.625055	0.089201	23.349400
0.790604	0.073145	24.039803
1.000000	0.059789	24.586180
